,index,avg_neighborhood_prop_val,surrounding_neighborhood_avg_prop_val,n_property_crimes,surrounding_neighborhood_avg_property_crimes
78,48.0,1550.6294410436078,1756.575353733324,1559.0,867.3333333333334
79,39.0,3507.0095553309943,2272.0787019756613,2492.0,1708.75
80,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
81,83.0,2078.4985042340963,2143.6457532579107,1481.0,936.8333333333334
82,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
83,57.0,389.6893474692916,258.0941078247429,207.0,566.5
84,44.0,2623.8200888679744,2422.392803548667,2591.0,884.4285714285714
85,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
86,62.0,2769.150852482591,3027.798692048424,452.0,857.0
87,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
88,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
89,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
90,31.0,1834.928963401752,2807.5125640050724,2797.0,2025.0
91,39.0,3507.0095553309943,2272.0787019756613,2492.0,1708.75
92,89.0,72.6204825697982,100.52927694822483,1072.0,1028.0
93,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
94,7.0,92.65170058960136,390.8256836462868,325.0,1449.3333333333333
95,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
96,56.0,163.26650205770838,261.1219498437905,745.0,952.4
97,89.0,72.6204825697982,100.52927694822483,1072.0,1028.0
98,18.0,905.8965519936772,314.3156158512404,1886.0,1587.4
99,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
100,71.0,53.22166730924289,74.8830835998623,342.0,865.6
101,47.0,5159.938702220869,1646.7784809404934,1149.0,1547.8333333333333
102,14.0,4065.885219095648,2972.92047015684,696.0,1403.1666666666667
103,79.0,757.9723153645143,589.840944500714,2724.0,893.4
104,84.0,405.278544110362,172.04428376010574,1098.0,1321.5
105,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
106,46.0,3446.6836630029347,2355.7327278314824,841.0,1113.3333333333333
107,80.0,564.3706514453694,2015.937111201993,1033.0,2172.6
108,39.0,3507.0095553309943,2272.0787019756613,2492.0,1708.75
109,26.0,5279.511253332904,3857.573461271075,75.0,488.0
110,84.0,405.278544110362,172.04428376010574,1098.0,1321.5
111,86.0,500.0093334816155,625.1697889793353,373.0,592.8333333333334
112,14.0,4065.885219095648,2972.92047015684,696.0,1403.1666666666667
113,35.0,269.5620121687545,488.81711767240193,1809.0,1838.142857142857
114,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
115,72.0,1672.914759658533,3101.7245471977976,1582.0,1196.5
116,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
117,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
118,56.0,163.26650205770838,261.1219498437905,745.0,952.4
119,79.0,757.9723153645143,589.840944500714,2724.0,893.4
120,91.0,5338.77683223937,1391.9180798916773,1398.0,1669.3
122,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
123,40.0,311.398813089814,612.8627708148542,926.0,687.6
124,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
125,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
126,56.0,163.26650205770838,261.1219498437905,745.0,952.4
127,16.0,448.67627737800456,205.71306321144272,454.0,937.8
128,10.0,352.92171359177735,239.81247486970096,388.0,1011.2
129,0.0,1508.1677810774,2724.1117391258813,977.0,790.5
130,60.0,2331.236607773085,2675.0162630263285,709.0,1382.5
131,39.0,3507.0095553309943,2272.0787019756613,2492.0,1708.75
132,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
133,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
134,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
135,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
136,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
137,53.0,2688.2776996927346,1556.64917338036,385.0,990.8
138,4.0,153.93872279792896,477.40343271032225,850.0,1267.5
139,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
140,25.0,1960.401059162845,2688.9416244944496,1037.0,1091.6
141,84.0,405.278544110362,172.04428376010574,1098.0,1321.5
142,59.0,1129.4716599158173,828.3606864282543,1281.0,1038.3333333333333
143,56.0,163.26650205770838,261.1219498437905,745.0,952.4
144,42.0,4160.043971916007,3323.821437153029,457.0,670.0
145,42.0,4160.043971916007,3323.821437153029,457.0,670.0
146,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
147,0.0,1508.1677810774,2724.1117391258813,977.0,790.5
148,31.0,1834.928963401752,2807.5125640050724,2797.0,2025.0
149,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
150,58.0,357.78417518470667,1636.5798775829562,719.0,1210.3333333333333
151,8.0,3669.7251690836574,3277.6353551237175,1061.0,932.6
152,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
153,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
154,44.0,2623.8200888679744,2422.392803548667,2591.0,884.4285714285714
155,49.0,3761.264353237302,3240.316143756313,1665.0,1203.0
156,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
157,85.0,87.66267210496866,473.15783886792667,741.0,1313.4285714285713
158,92.0,412.87864106737646,2898.9025462861377,1392.0,1140.6666666666667
159,13.0,874.8657888337469,1553.890773966665,764.0,777.4285714285714
160,29.0,490.1835788838373,708.4683089810131,674.0,1426.8333333333333
161,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
162,91.0,5338.77683223937,1391.9180798916773,1398.0,1669.3
163,59.0,1129.4716599158173,828.3606864282543,1281.0,1038.3333333333333
164,32.0,365.097573887556,814.302113359219,740.0,662.2
165,6.0,515.4725531628092,2333.2876706776738,4146.0,1586.8333333333333
166,8.0,3669.7251690836574,3277.6353551237175,1061.0,932.6
167,16.0,448.67627737800456,205.71306321144272,454.0,937.8
168,34.0,462.85965830728884,194.91603192491183,1031.0,568.5714285714286
169,35.0,269.5620121687545,488.81711767240193,1809.0,1838.142857142857
170,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
171,44.0,2623.8200888679744,2422.392803548667,2591.0,884.4285714285714
172,12.0,549.4814154967364,1351.664721625434,545.0,529.8333333333334
173,59.0,1129.4716599158173,828.3606864282543,1281.0,1038.3333333333333
174,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
175,39.0,3507.0095553309943,2272.0787019756613,2492.0,1708.75
176,94.0,496.1699403966902,2351.1592965510354,245.0,2036.0
177,20.0,617.0994417911007,476.3377049039307,374.0,584.3333333333334
178,6.0,515.4725531628092,2333.2876706776738,4146.0,1586.8333333333333
179,0.0,1508.1677810774,2724.1117391258813,977.0,790.5
180,62.0,2769.150852482591,3027.798692048424,452.0,857.0
181,60.0,2331.236607773085,2675.0162630263285,709.0,1382.5
182,87.0,563.9062073426206,505.37086713928596,640.0,816.1666666666666
183,80.0,564.3706514453694,2015.937111201993,1033.0,2172.6
184,24.0,367.20077446177214,2034.9780055528292,227.0,1052.0
185,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
186,40.0,311.398813089814,612.8627708148542,926.0,687.6
187,25.0,1960.401059162845,2688.9416244944496,1037.0,1091.6
188,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
189,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
190,79.0,757.9723153645143,589.840944500714,2724.0,893.4
191,55.0,1569.746230401914,1096.0533111608254,231.0,746.6666666666666
192,39.0,3507.0095553309943,2272.0787019756613,2492.0,1708.75
193,12.0,549.4814154967364,1351.664721625434,545.0,529.8333333333334
194,60.0,2331.236607773085,2675.0162630263285,709.0,1382.5
195,27.0,276.6603123186012,437.194436617734,3617.0,1256.0
196,43.0,235.91358119338952,264.18352748427094,584.0,725.25
197,90.0,4243.04803523275,2462.287583576726,1356.0,978.0
198,0.0,1508.1677810774,2724.1117391258813,977.0,790.5
199,4.0,153.93872279792896,477.40343271032225,850.0,1267.5
200,6.0,515.4725531628092,2333.2876706776738,4146.0,1586.8333333333333
201,50.0,7745.637617387157,354.76775754518394,5611.0,1033.7777777777778
202,25.0,1960.401059162845,2688.9416244944496,1037.0,1091.6
203,20.0,617.0994417911007,476.3377049039307,374.0,584.3333333333334
204,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
205,61.0,2092.5473552368617,2547.953444288186,2145.0,2091.2
206,8.0,3669.7251690836574,3277.6353551237175,1061.0,932.6
207,72.0,1672.914759658533,3101.7245471977976,1582.0,1196.5
208,29.0,490.1835788838373,708.4683089810131,674.0,1426.8333333333333
209,25.0,1960.401059162845,2688.9416244944496,1037.0,1091.6
210,44.0,2623.8200888679744,2422.392803548667,2591.0,884.4285714285714
211,26.0,5279.511253332904,3857.573461271075,75.0,488.0
212,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
213,7.0,92.65170058960136,390.8256836462868,325.0,1449.3333333333333
214,59.0,1129.4716599158173,828.3606864282543,1281.0,1038.3333333333333
215,51.0,3678.797561611891,1547.5654808479455,805.0,1115.5555555555557
216,51.0,3678.797561611891,1547.5654808479455,805.0,1115.5555555555557
217,18.0,905.8965519936772,314.3156158512404,1886.0,1587.4
218,16.0,448.67627737800456,205.71306321144272,454.0,937.8
219,49.0,3761.264353237302,3240.316143756313,1665.0,1203.0
220,31.0,1834.928963401752,2807.5125640050724,2797.0,2025.0
221,89.0,72.6204825697982,100.52927694822483,1072.0,1028.0
222,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
223,51.0,3678.797561611891,1547.5654808479455,805.0,1115.5555555555557
224,56.0,163.26650205770838,261.1219498437905,745.0,952.4
225,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
226,20.0,617.0994417911007,476.3377049039307,374.0,584.3333333333334
227,60.0,2331.236607773085,2675.0162630263285,709.0,1382.5
228,14.0,4065.885219095648,2972.92047015684,696.0,1403.1666666666667
229,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
230,6.0,515.4725531628092,2333.2876706776738,4146.0,1586.8333333333333
231,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
232,74.0,1138.3520681316413,534.6852719738454,669.0,1450.25
233,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
234,30.0,605.2104207514936,1166.3887929019254,181.0,1969.6666666666667
235,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
236,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
237,91.0,5338.77683223937,1391.9180798916773,1398.0,1669.3
238,0.0,1508.1677810774,2724.1117391258813,977.0,790.5
239,90.0,4243.04803523275,2462.287583576726,1356.0,978.0
240,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
241,83.0,2078.4985042340963,2143.6457532579107,1481.0,936.8333333333334
242,29.0,490.1835788838373,708.4683089810131,674.0,1426.8333333333333
243,4.0,153.93872279792896,477.40343271032225,850.0,1267.5
244,83.0,2078.4985042340963,2143.6457532579107,1481.0,936.8333333333334
245,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
246,79.0,757.9723153645143,589.840944500714,2724.0,893.4
247,18.0,905.8965519936772,314.3156158512404,1886.0,1587.4
248,79.0,757.9723153645143,589.840944500714,2724.0,893.4
249,21.0,179.4593934288483,319.9815684513721,1053.0,444.6
250,77.0,332.13489359073054,294.0833992644485,1251.0,891.4
251,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
252,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
253,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
254,32.0,365.097573887556,814.302113359219,740.0,662.2
255,13.0,874.8657888337469,1553.890773966665,764.0,777.4285714285714
256,49.0,3761.264353237302,3240.316143756313,1665.0,1203.0
257,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
258,48.0,1550.6294410436078,1756.575353733324,1559.0,867.3333333333334
259,49.0,3761.264353237302,3240.316143756313,1665.0,1203.0
260,0.0,1508.1677810774,2724.1117391258813,977.0,790.5
261,44.0,2623.8200888679744,2422.392803548667,2591.0,884.4285714285714
262,78.0,67.17011850116474,182.3936173718785,655.0,440.85714285714283
263,35.0,269.5620121687545,488.81711767240193,1809.0,1838.142857142857
264,10.0,352.92171359177735,239.81247486970096,388.0,1011.2
265,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
266,21.0,179.4593934288483,319.9815684513721,1053.0,444.6
267,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
268,53.0,2688.2776996927346,1556.64917338036,385.0,990.8
269,70.0,426.7393602152728,2331.83720019887,3170.0,1880.25
270,93.0,1665.0151716537698,356.64895318201286,982.0,1260.0
271,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
272,83.0,2078.4985042340963,2143.6457532579107,1481.0,936.8333333333334
273,10.0,352.92171359177735,239.81247486970096,388.0,1011.2
274,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
275,39.0,3507.0095553309943,2272.0787019756613,2492.0,1708.75
276,31.0,1834.928963401752,2807.5125640050724,2797.0,2025.0
277,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
278,47.0,5159.938702220869,1646.7784809404934,1149.0,1547.8333333333333
279,27.0,276.6603123186012,437.194436617734,3617.0,1256.0
280,8.0,3669.7251690836574,3277.6353551237175,1061.0,932.6
281,90.0,4243.04803523275,2462.287583576726,1356.0,978.0
282,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
283,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
284,42.0,4160.043971916007,3323.821437153029,457.0,670.0
285,83.0,2078.4985042340963,2143.6457532579107,1481.0,936.8333333333334
286,57.0,389.6893474692916,258.0941078247429,207.0,566.5
287,60.0,2331.236607773085,2675.0162630263285,709.0,1382.5
289,59.0,1129.4716599158173,828.3606864282543,1281.0,1038.3333333333333
290,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
291,49.0,3761.264353237302,3240.316143756313,1665.0,1203.0
292,42.0,4160.043971916007,3323.821437153029,457.0,670.0
293,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
294,12.0,549.4814154967364,1351.664721625434,545.0,529.8333333333334
295,79.0,757.9723153645143,589.840944500714,2724.0,893.4
296,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
297,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
298,23.0,103.94658448895737,199.65250604594763,299.0,702.3333333333334
299,31.0,1834.928963401752,2807.5125640050724,2797.0,2025.0
300,58.0,357.78417518470667,1636.5798775829562,719.0,1210.3333333333333
301,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
302,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
303,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
304,51.0,3678.797561611891,1547.5654808479455,805.0,1115.5555555555557
305,56.0,163.26650205770838,261.1219498437905,745.0,952.4
306,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
307,29.0,490.1835788838373,708.4683089810131,674.0,1426.8333333333333
308,22.0,1269.0019175899306,1697.5876028499233,527.0,925.5
309,32.0,365.097573887556,814.302113359219,740.0,662.2
310,34.0,462.85965830728884,194.91603192491183,1031.0,568.5714285714286
311,26.0,5279.511253332904,3857.573461271075,75.0,488.0
312,26.0,5279.511253332904,3857.573461271075,75.0,488.0
313,81.0,353.2785433517407,2406.4664507748785,366.0,1377.25
314,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
315,35.0,269.5620121687545,488.81711767240193,1809.0,1838.142857142857
316,18.0,905.8965519936772,314.3156158512404,1886.0,1587.4
317,91.0,5338.77683223937,1391.9180798916773,1398.0,1669.3
318,61.0,2092.5473552368617,2547.953444288186,2145.0,2091.2
319,45.0,2323.6412175402515,2715.8490429603326,2194.0,1324.875
320,4.0,153.93872279792896,477.40343271032225,850.0,1267.5
321,0.0,1508.1677810774,2724.1117391258813,977.0,790.5
322,42.0,4160.043971916007,3323.821437153029,457.0,670.0
323,31.0,1834.928963401752,2807.5125640050724,2797.0,2025.0
324,42.0,4160.043971916007,3323.821437153029,457.0,670.0
325,35.0,269.5620121687545,488.81711767240193,1809.0,1838.142857142857
326,46.0,3446.6836630029347,2355.7327278314824,841.0,1113.3333333333333
327,39.0,3507.0095553309943,2272.0787019756613,2492.0,1708.75
328,59.0,1129.4716599158173,828.3606864282543,1281.0,1038.3333333333333
329,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
330,8.0,3669.7251690836574,3277.6353551237175,1061.0,932.6
331,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
332,27.0,276.6603123186012,437.194436617734,3617.0,1256.0
333,13.0,874.8657888337469,1553.890773966665,764.0,777.4285714285714
334,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
335,9.0,1413.9475951410525,2173.302624678347,1532.0,1317.0
336,92.0,412.87864106737646,2898.9025462861377,1392.0,1140.6666666666667
337,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
338,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
339,46.0,3446.6836630029347,2355.7327278314824,841.0,1113.3333333333333
340,23.0,103.94658448895737,199.65250604594763,299.0,702.3333333333334
341,20.0,617.0994417911007,476.3377049039307,374.0,584.3333333333334
342,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
343,32.0,365.097573887556,814.302113359219,740.0,662.2
344,6.0,515.4725531628092,2333.2876706776738,4146.0,1586.8333333333333
345,29.0,490.1835788838373,708.4683089810131,674.0,1426.8333333333333
346,43.0,235.91358119338952,264.18352748427094,584.0,725.25
347,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
348,18.0,905.8965519936772,314.3156158512404,1886.0,1587.4
349,18.0,905.8965519936772,314.3156158512404,1886.0,1587.4
350,49.0,3761.264353237302,3240.316143756313,1665.0,1203.0
351,74.0,1138.3520681316413,534.6852719738454,669.0,1450.25
352,20.0,617.0994417911007,476.3377049039307,374.0,584.3333333333334
353,72.0,1672.914759658533,3101.7245471977976,1582.0,1196.5
354,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
355,6.0,515.4725531628092,2333.2876706776738,4146.0,1586.8333333333333
356,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
357,27.0,276.6603123186012,437.194436617734,3617.0,1256.0
358,47.0,5159.938702220869,1646.7784809404934,1149.0,1547.8333333333333
359,18.0,905.8965519936772,314.3156158512404,1886.0,1587.4
360,56.0,163.26650205770838,261.1219498437905,745.0,952.4
361,20.0,617.0994417911007,476.3377049039307,374.0,584.3333333333334
362,51.0,3678.797561611891,1547.5654808479455,805.0,1115.5555555555557
363,20.0,617.0994417911007,476.3377049039307,374.0,584.3333333333334
364,12.0,549.4814154967364,1351.664721625434,545.0,529.8333333333334
365,4.0,153.93872279792896,477.40343271032225,850.0,1267.5
366,84.0,405.278544110362,172.04428376010574,1098.0,1321.5
367,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
368,70.0,426.7393602152728,2331.83720019887,3170.0,1880.25
369,56.0,163.26650205770838,261.1219498437905,745.0,952.4
370,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
371,75.0,2913.2952888806126,2863.2066815605226,254.0,810.1666666666666
372,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
373,44.0,2623.8200888679744,2422.392803548667,2591.0,884.4285714285714
374,32.0,365.097573887556,814.302113359219,740.0,662.2
375,90.0,4243.04803523275,2462.287583576726,1356.0,978.0
376,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
377,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
378,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
379,48.0,1550.6294410436078,1756.575353733324,1559.0,867.3333333333334
380,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
381,79.0,757.9723153645143,589.840944500714,2724.0,893.4
382,57.0,389.6893474692916,258.0941078247429,207.0,566.5
383,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
384,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
385,32.0,365.097573887556,814.302113359219,740.0,662.2
386,61.0,2092.5473552368617,2547.953444288186,2145.0,2091.2
387,2.0,839.8661431371506,822.6505343116315,365.0,859.0
388,32.0,365.097573887556,814.302113359219,740.0,662.2
389,35.0,269.5620121687545,488.81711767240193,1809.0,1838.142857142857
390,25.0,1960.401059162845,2688.9416244944496,1037.0,1091.6
391,35.0,269.5620121687545,488.81711767240193,1809.0,1838.142857142857
392,17.0,454.8683937621444,177.43651985681166,2322.0,1146.1666666666667
393,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
394,53.0,2688.2776996927346,1556.64917338036,385.0,990.8
395,12.0,549.4814154967364,1351.664721625434,545.0,529.8333333333334
396,86.0,500.0093334816155,625.1697889793353,373.0,592.8333333333334
397,79.0,757.9723153645143,589.840944500714,2724.0,893.4
398,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
399,5.0,86.88925791321388,363.0282390276211,2156.0,1745.875
400,41.0,1683.708461308665,3087.9694579041393,1219.0,783.4285714285714
401,13.0,874.8657888337469,1553.890773966665,764.0,777.4285714285714
402,90.0,4243.04803523275,2462.287583576726,1356.0,978.0
403,67.0,3200.5955613073997,2499.1781643025074,1268.0,762.8571428571429
404,38.0,4546.082134203887,2535.9604640816974,374.0,1911.857142857143
405,63.0,3857.573461271075,3239.7278846697127,488.0,364.25
406,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
407,59.0,1129.4716599158173,828.3606864282543,1281.0,1038.3333333333333
408,44.0,2623.8200888679744,2422.392803548667,2591.0,884.4285714285714
409,32.0,365.097573887556,814.302113359219,740.0,662.2
410,59.0,1129.4716599158173,828.3606864282543,1281.0,1038.3333333333333
411,32.0,365.097573887556,814.302113359219,740.0,662.2
412,44.0,2623.8200888679744,2422.392803548667,2591.0,884.4285714285714
414,89.0,72.6204825697982,100.52927694822483,1072.0,1028.0
415,4.0,153.93872279792896,477.40343271032225,850.0,1267.5
416,83.0,2078.4985042340963,2143.6457532579107,1481.0,936.8333333333334
417,51.0,3678.797561611891,1547.5654808479455,805.0,1115.5555555555557
418,48.0,1550.6294410436078,1756.575353733324,1559.0,867.3333333333334
419,4.0,153.93872279792896,477.40343271032225,850.0,1267.5
420,73.0,85.09966147772326,174.06589114835066,1997.0,1034.25
421,90.0,4243.04803523275,2462.287583576726,1356.0,978.0
